Subscription_Status,Age,Monthly_Fee,Avg_Class_Attendance,Check_Ins_Per_Month,Years_As_Member,Cardio_Machine_Minutes,Weight_Room_Minutes,Personal_Trainer_Sessions,Complaints_Filed,Friend_Referrals,Gender,Home_Branch,Payment_Method,Join_Date,Promo_Code_Used,Locker_Rented,Favorite_Workout_Time,Member_ID,Notes_Field
Renewed,54,49.99,2,5,0.2,216,371,2,0,0,Male,Downtown,Cash,2025-08-30,nan,Yes,Night,GYM-65511,Requested new barbell sets
Renewed,24,49.99,1,6,0.9,195,21,0,0,0,Male,Uptown,Direct Debit,31/08/25,WINTER20,No,Night,GYM-99062,Prefers morning yoga
Expired,28,49.99,7,6,1.0,296,144,3,0,0,Male,Uptown,Direct Debit,2025-09-02,nan,No,Night,GYM-91546,Prefers morning yoga
Cancelled,40,49.99,5,5,4.5,43,160,1,2,0,femal,Downtown,Direct Debit,2025-09-03,nan,No,Night,GYM-87740,Prefers morning yoga
Renewed,36,59.99,2,3,0.8,89,248,0,0,0,femal,Northside,Cash,2025-09-05,nan,Yes,Afternoon,GYM-35275,Showers are cold
Cancelled,38,79.99,6,0,1.0,154,174,1,5,0,M,Uptown,Credit Card,06/09/25,WINTER20,Y,Night,GYM-45415,Requested new barbell sets
Renewed,999,49.99,3,2,3.1,108,87,1,0,0,M,Downtown,Direct Debit,2025-09-08,nan,Yes,Afternoon,GYM-31750,Prefers morning yoga
Cancelled,41,,3,1,2.8,58,398,3,2,1,Female,Downtown,Direct Debit,2025-09-09,nan,Yes,Morning,GYM-47876,Showers are cold
Cancelled,46,79.99,1,3,3.2,109,32,1,4,0,femal,Northside,Credit Card,2025-09-10,nan,Y,Afternoon,GYM-44489,Prefers morning yoga
Renewed,39,79.99,5,4,6.1,105,270,0,0,0,F,Northside,Credit Card,12/09/25,nan,No,Night,GYM-78695,Prefers morning yoga
Renewed,32,49.99,3,12,3.2,220,282,1,0,0,M,Downtown,Cash,2025-09-13,nan,No,Afternoon,GYM-92253,Requested new barbell sets
Renewed,41,79.99,4,4,1.0,262,225,4,1,0,m,Northside,Direct Debit,2025-09-15,nan,Y,Night,GYM-18855,Showers are cold
Renewed,53,49.99,4,7,3.4,81,111,1,0,0,F,Uptown,Cash,2025-09-16,nan,Yes,Afternoon,GYM-76759,Prefers morning yoga
Cancelled,33,,7,1,1.4,271,81,0,0,0,Female,Downtown,Credit Card,18/09/25,nan,Yes,Evening,GYM-78990,Requested new barbell sets
Renewed,25,49.99,4,6,0.7,48,212,0,0,0,Male,Northside,Direct Debit,2025-09-19,nan,No,Night,GYM-54459,Showers are cold
Renewed,46,49.99,3,8,0.7,31,303,3,0,0,Female,Northside,Cash,2025-09-21,WINTER20,Yes,Afternoon,GYM-56414,Prefers morning yoga
Cancelled,33,49.99,2,6,0.5,88,7,1,4,0,F,Northside,Cash,2025-09-22,nan,Y,Night,GYM-37073,Requested new barbell sets
Expired,13,49.99,2,8,0.3,18,133,1,1,0,Male,Northside,Credit Card,24/09/25,nan,No,Morning,GYM-65511,Prefers morning yoga
Renewed,43,49.99,2,9,0.4,2,117,0,0,0,Female,Downtown,Direct Debit,2025-09-25,nan,Yes,Afternoon,GYM-51900,Prefers morning yoga
Renewed,29,79.99,4,8,0.1,59,83,4,0,0,Female,Northside,Cash,2025-09-27,nan,No,Afternoon,GYM-33199,Showers are cold
Renewed,34,79.99,4,8,4.4,241,257,0,0,0,F,Uptown,Cash,2025-09-28,nan,Yes,Evening,GYM-64526,Requested new barbell sets
Renewed,38,49.99,4,8,5.3,28,242,3,0,0,M,Uptown,Credit Card,29/09/25,nan,No,Night,GYM-42272,Showers are cold
Expired,36,79.99,4,8,1.8,74,236,1,0,0,m,Downtown,Direct Debit,2025-10-01,nan,Y,Afternoon,GYM-47301,Prefers morning yoga
Renewed,42,79.99,5,7,3.7,69,149,1,0,0,Female,Downtown,Credit Card,2025-10-02,nan,No,Evening,GYM-73957,Requested new barbell sets
Cancelled,30,59.99,3,2,0.4,82,373,3,2,0,m,Uptown,Cash,2025-10-04,SUMMER50,Yes,Evening,GYM-10005,Prefers morning yoga
Renewed,40,49.99,3,10,4.6,172,20,1,0,0,femal,Uptown,Direct Debit,05/10/25,nan,Yes,Evening,GYM-53226,Prefers morning yoga
Cancelled,32,59.99,1,5,1.4,196,133,0,1,0,femal,Downtown,Credit Card,2025-10-07,SUMMER50,Yes,Night,GYM-40208,Prefers morning yoga
Cancelled,42,,6,1,0.1,146,378,1,0,0,F,Uptown,Direct Debit,2025-10-08,nan,No,Night,GYM-33103,Requested new barbell sets
Cancelled,41,59.99,6,1,0.3,272,95,1,1,0,F,Uptown,Direct Debit,2025-10-10,WINTER20,No,Afternoon,GYM-84240,Prefers morning yoga
Renewed,25,49.99,5,7,0.7,34,12,1,0,0,M,Downtown,Direct Debit,11/10/25,nan,Yes,Night,GYM-21452,Requested new barbell sets
Renewed,45,59.99,4,8,0.1,112,0,1,0,0,Male,Downtown,Cash,2025-10-13,nan,No,Night,GYM-23558,Prefers morning yoga
Renewed,29,59.99,3,12,0.7,205,149,1,1,0,m,Northside,Direct Debit,2025-10-14,nan,No,Morning,GYM-21008,Showers are cold
Expired,43,59.99,2,4,0.1,157,116,0,0,0,Female,Northside,Credit Card,2025-10-16,nan,No,Night,GYM-51936,Requested new barbell sets
Cancelled,38,49.99,3,0,0.5,252,151,2,3,0,Male,Uptown,Direct Debit,17/10/25,nan,Yes,Morning,GYM-61885,Prefers morning yoga
Cancelled,53,49.99,4,4,0.6,121,63,2,4,0,femal,Downtown,Direct Debit,2025-10-18,nan,Y,Afternoon,GYM-76156,Showers are cold
Cancelled,32,79.99,4,1,10.4,47,149,0,2,0,femal,Northside,Cash,2025-10-20,nan,Yes,Evening,GYM-42315,Requested new barbell sets
Cancelled,31,79.99,4,0,0.5,184,316,1,1,0,m,Uptown,Credit Card,2025-10-21,nan,No,Morning,GYM-55610,Showers are cold
Renewed,34,49.99,8,9,0.5,272,363,0,0,0,m,Uptown,Direct Debit,23/10/25,nan,Yes,Afternoon,GYM-17595,Prefers morning yoga
Expired,31,,3,7,2.3,100,11,2,0,0,Male,Uptown,Cash,2025-10-24,nan,No,Morning,GYM-88373,Showers are cold
Renewed,42,49.99,4,4,3.9,14,89,2,0,0,Male,Uptown,Cash,2025-10-26,nan,No,Night,GYM-73850,Prefers morning yoga
Renewed,18,59.99,3,13,1.0,127,387,1,0,0,M,Downtown,Direct Debit,2025-10-27,nan,No,Afternoon,GYM-18785,Prefers morning yoga
Renewed,24,,5,7,4.2,209,82,0,0,0,Female,Uptown,Direct Debit,29/10/25,nan,No,Evening,GYM-81388,Requested new barbell sets
Renewed,24,,6,8,0.8,111,249,0,1,0,Female,Northside,Direct Debit,2025-10-30,nan,Yes,Morning,GYM-20134,Prefers morning yoga
Renewed,44,79.99,7,7,0.4,269,383,0,0,0,Female,Downtown,Cash,2025-11-01,nan,No,Night,GYM-18814,Prefers morning yoga
Cancelled,52,49.99,7,1,0.8,141,395,0,2,0,femal,Uptown,Direct Debit,2025-11-02,nan,No,Afternoon,GYM-87576,Requested new barbell sets
Renewed,33,79.99,3,8,1.9,172,32,0,0,0,femal,Northside,Cash,04/11/25,nan,Yes,Night,GYM-33687,Requested new barbell sets
Cancelled,33,49.99,3,1,0.9,165,148,2,4,0,Male,Northside,Credit Card,2025-11-05,nan,Y,Afternoon,GYM-14529,Prefers morning yoga
Renewed,35,59.99,3,9,2.2,118,127,1,1,0,M,Downtown,Direct Debit,2025-11-06,nan,No,Morning,GYM-46687,Prefers morning yoga
Renewed,46,59.99,3,7,0.5,202,99,0,0,0,F,Downtown,Credit Card,2025-11-08,nan,No,Afternoon,GYM-77060,Requested new barbell sets
Renewed,25,,7,8,2.4,10,361,0,1,0,M,Downtown,Credit Card,09/11/25,nan,No,Morning,GYM-49994,Requested new barbell sets
Renewed,37,49.99,4,9,0.9,248,327,2,0,0,femal,Northside,Credit Card,2025-11-11,nan,Yes,Afternoon,GYM-41497,Showers are cold
Cancelled,44,79.99,5,1,1.2,247,211,1,0,0,Male,Northside,Cash,2025-11-12,nan,No,Night,GYM-73627,Showers are cold
Renewed,40,49.99,2,8,1.6,153,73,0,0,0,M,Uptown,Cash,2025-11-14,nan,No,Night,GYM-92812,Showers are cold
Cancelled,36,49.99,5,0,2.3,24,95,1,4,0,Male,Downtown,Cash,15/11/25,nan,Yes,Morning,GYM-18819,Requested new barbell sets
Renewed,45,59.99,6,9,0.5,220,91,1,0,0,m,Downtown,Cash,2025-11-17,nan,No,Evening,GYM-97243,Requested new barbell sets
Cancelled,7,49.99,10,0,3.6,109,329,2,1,0,m,Downtown,Credit Card,2025-11-18,nan,Yes,Morning,GYM-55213,Requested new barbell sets
Expired,41,79.99,2,3,2.6,89,327,1,0,0,F,Downtown,Cash,2025-11-20,SUMMER50,Yes,Night,GYM-72793,Showers are cold
Cancelled,28,49.99,6,2,0.5,264,174,0,0,0,femal,Northside,Credit Card,21/11/25,nan,Yes,Afternoon,GYM-40915,Prefers morning yoga
Renewed,16,49.99,7,12,7.4,39,224,1,0,0,m,Downtown,Credit Card,2025-11-23,nan,Y,Evening,GYM-70115,Prefers morning yoga
Renewed,40,79.99,3,4,2.2,262,314,0,0,0,F,Northside,Cash,2025-11-24,nan,No,Night,GYM-10552,Prefers morning yoga
Renewed,48,59.99,5,11,1.2,157,174,0,0,0,Female,Northside,Credit Card,2025-11-25,nan,Yes,Evening,GYM-89718,Requested new barbell sets
Cancelled,33,49.99,2,1,0.3,117,55,1,1,0,Male,Downtown,Cash,27/11/25,nan,No,Morning,GYM-23149,Prefers morning yoga
Renewed,44,59.99,4,7,1.5,255,268,0,0,0,Female,Northside,Credit Card,2025-11-28,nan,Yes,Night,GYM-69849,Prefers morning yoga
Renewed,51,59.99,3,10,0.4,195,34,1,0,0,Female,Northside,Direct Debit,2025-11-30,nan,No,Morning,GYM-25155,Requested new barbell sets
Cancelled,48,59.99,3,0,1.1,13,118,1,0,0,F,Downtown,Cash,2025-12-01,nan,No,Night,GYM-85813,Requested new barbell sets
Renewed,51,49.99,1,5,1.1,117,370,2,1,0,Male,Downtown,Credit Card,03/12/25,nan,No,Night,GYM-90212,Requested new barbell sets
Cancelled,42,79.99,6,3,2.5,216,55,0,2,0,F,Uptown,Cash,2025-12-04,nan,No,Morning,GYM-19785,Requested new barbell sets
Renewed,35,79.99,3,8,0.4,204,388,2,0,0,M,Northside,Credit Card,2025-12-06,nan,No,Night,GYM-30781,Requested new barbell sets
Renewed,18,59.99,7,8,3.5,76,308,0,0,0,Female,Northside,Cash,2025-12-07,nan,No,Evening,GYM-21970,Showers are cold
Cancelled,32,49.99,6,2,0.8,171,356,0,5,0,Male,Uptown,Direct Debit,09/12/25,nan,No,Evening,GYM-78800,Requested new barbell sets
Renewed,26,79.99,3,8,1.2,25,375,2,0,0,Female,Uptown,Direct Debit,2025-12-10,nan,No,Morning,GYM-84343,Prefers morning yoga
Cancelled,56,,3,0,3.0,127,315,0,2,0,M,Downtown,Cash,2025-12-12,nan,No,Afternoon,GYM-40319,Prefers morning yoga
Renewed,33,59.99,2,10,2.0,141,104,0,0,0,femal,Uptown,Cash,2025-12-13,WINTER20,Y,Evening,GYM-79763,Showers are cold
Renewed,36,49.99,4,8,0.7,23,389,0,0,0,M,Downtown,Credit Card,14/12/25,nan,No,Night,GYM-36207,Requested new barbell sets
Cancelled,40,79.99,5,4,1.0,231,175,2,1,0,femal,Downtown,Credit Card,2025-12-16,nan,No,Morning,GYM-40290,Prefers morning yoga
Cancelled,35,59.99,6,2,0.7,176,105,1,2,0,Male,Downtown,Cash,2025-12-17,nan,No,Afternoon,GYM-97209,Prefers morning yoga
Cancelled,51,49.99,5,1,1.8,234,79,2,2,0,Male,Northside,Direct Debit,2025-12-19,nan,Yes,Morning,GYM-19136,Requested new barbell sets
Renewed,28,49.99,1,10,0.8,25,162,1,1,0,M,Northside,Direct Debit,20/12/25,nan,No,Evening,GYM-14980,Showers are cold
Cancelled,36,,8,6,2.6,265,266,2,2,0,Female,Downtown,Cash,2025-12-22,nan,No,Night,GYM-99734,Requested new barbell sets
Renewed,27,49.99,8,8,1.7,116,50,3,1,0,m,Uptown,Credit Card,2025-12-23,WINTER20,No,Evening,GYM-56344,Requested new barbell sets
Renewed,21,79.99,3,4,0.3,57,376,0,0,0,Female,Northside,Cash,2025-12-25,nan,No,Morning,GYM-66799,Requested new barbell sets
Expired,28,59.99,6,12,0.7,269,278,2,0,0,m,Northside,Cash,26/12/25,nan,Yes,Night,GYM-82907,Requested new barbell sets
Renewed,34,59.99,4,4,0.5,294,302,1,0,0,F,Uptown,Direct Debit,2025-12-28,nan,Yes,Afternoon,GYM-61107,Requested new barbell sets
Expired,30,49.99,3,5,1.0,121,74,0,0,0,Male,Northside,Direct Debit,2025-12-29,nan,No,Evening,GYM-75264,Showers are cold
Renewed,28,49.99,7,7,1.5,158,348,2,0,0,M,Uptown,Credit Card,2025-12-31,nan,Yes,Morning,GYM-12396,Prefers morning yoga
